user_id,full_name,pan_masked,pan_valid,aadhaar_masked,aadhaar_valid,date_of_birth,city,state,monthly_income,income_was_negative,income_missing,occupation,signup_timestamp,kyc_status,risk_segment,risk_segment_missing
USR93586,Jac0b Aur0ra,BOXXXXXX5X,True,XXXXXXXX9558,True,1962-06-09,Pune,Maharashtra,69300.0,False,False,Business Owner,2025-12-19 18:18:00,REJECTED,MEDIUM,False
USR32318,Upma Tandon,EHXXXXXX8N,True,XXXXXXXX0658,True,1979-11-25,Hyderabad,Telangana,36171.0,False,False,Business Owner,2025-12-19 08:01:00,VERIFIED,LOW,False
USR19005,Udant Gara,RQXXXXXX9J,True,XXXXXXXX0505,True,1966-06-16,Lucknow,Uttar Pradesh,56369.0,False,False,Gig Worker,2025-12-19 07:50:06,PENDING,MEDIUM,False
USR37111,JACKSON SHANKER,UVXXXXXX0M,True,XXXXXXXXXXXX,False,1985-10-13,Delhi,Delhi,11200.0,False,False,Gig Worker,2025-12-19 06:03:00,VERIFIED,LOW,False
USR59047,Onkar Shan,HPXXXXXX9U,True,XXXXXXXX8007,False,1968-09-26,Mumbai,Maharashtra,107848.0,False,False,Salaried,2025-12-19 02:21:00,VERIFIED,LOW,False
USR38793,Qarin G011a,SFXXXXXX7Z,True,XXXXXXXX5027,True,2006-12-09,Ludhiana,Punjab,30774.0,False,False,Gig Worker,2025-12-19 02:01:00,VERIFIED,LOW,False
USR13871,Aahana Pandey,TMXXXXXX6X,False,XXXXXXXX2841,True,1989-09-19,Amritsar,Punjab,28808.0,False,False,Business Owner,2025-12-19 00:00:00,VERIFIED,LOW,False
USR48424,Jacob Tak,BJXXXXXX7G,True,XXXXXXXX2303,True,1968-04-09,Delhi,Delhi,23351.0,False,False,Farmer,2025-12-19 00:00:00,VERIFIED,MEDIUM,False
USR59654,Tara Kamdar,DKXXXXXX1T,True,XXXXXXXX8142,True,1988-04-13,Ludhiana,Punjab,21517.0,False,False,Gig Worker,2025-12-19 00:00:00,VERIFIED,HIGH,False
USR36047,Jagrati Deol,NRXXXXXX1A,True,XXXXXXXX6752,True,1995-10-23,Jalandhar,Punjab,12930.0,False,False,Salaried,2025-12-19 00:00:00,VERIFIED,MEDIUM,False
USR46126,Ekaraj Bora,VHXXXXXX0U,True,XXXXXXXX7427,True,2004-05-25,Mumbai,Maharashtra,20188.0,False,False,Gig Worker,2025-12-19 00:00:00,PENDING,LOW,False
USR27904,Rishi Nair,HUXXXXXX5X,False,XXXXXXXX6459,True,1990-08-18,Delhi,Delhi,43400.0,False,False,Salaried,2025-12-19 00:00:00,PENDING,MEDIUM,False
USR89896,Dhruv Ramachandran,IZXXXXXX3T,True,XXXXXXXX66XX,False,1977-12-22,Mumbai,Maharashtra,39219.0,False,False,Retired,2025-12-19 00:00:00,PENDING,LOW,False
USR66033,Nachiket Bansal,MYXXXXXX8R,True,XXXXXXXX0651,True,1988-07-11,Jalandhar,Punjab,31887.0,False,False,Student,2025-12-19 00:00:00,VERIFIED,LOW,False
USR70687,Omkaar Hari,MNXXXXXX4R,True,XXXXXXXX8080,True,1969-01-21,Mumbai,Maharashtra,14400.0,False,False,Self Employed,2025-12-19 00:00:00,VERIFIED,MEDIUM,False
USR74475,Barkha Basu,UMXXXXXX3R,True,XXXXXXXX8518,True,1970-08-16,Delhi,Delhi,23087.0,True,False,Student,2025-12-19 00:00:00,REJECTED,HIGH,False
USR96043,Baghyawati Konda,LLXXXXXX6V,True,XXXXXXXX79XX,False,1991-11-06,Chennai,Tamil Nadu,39514.0,False,False,Self Employed,2025-12-19 00:00:00,VERIFIED,LOW,False
USR96731,Elijah Agate,ZOXXXXXX2V,True,XXXXXXXXXXXX,False,1964-01-10,Kolkata,West Bengal,12637.0,False,False,Business Owner,2025-12-19 00:00:00,PENDING,LOW,False
USR88949,Jagdish Cherian,BUXXXXXX3G,True,XXXXXXXX8504,True,1976-08-31,Hyderabad,Telangana,20800.0,False,False,Student,2025-12-19 00:00:00,VERIFIED,LOW,False
USR92037,Ekapad Desai,BRXXXXXX2T,True,XXXXXXXX4198,True,1997-03-31,Jaipur,Rajasthan,11000.0,False,False,Freelancer,2025-12-19 00:00:00,PENDING,MEDIUM,False
USR84730,Oviya Subramanian,NHXXXXXX1T,True,XXXXXXXX1370,False,1977-09-08,Jaipur,Rajasthan,28700.0,False,False,Student,2025-12-19 00:00:00,PENDING,LOW,False
USR44291,Imaran Samra,HZXXXXXX9M,True,XXXXXXXX4874,True,1998-02-27,Chennai,Tamil Nadu,27881.0,False,False,Gig Worker,2025-12-19 00:00:00,VERIFIED,MEDIUM,False
USR46905,Oscar Korpal,OIXXXXXX6U,True,XXXXXXXX1243,True,1975-01-22,Pune,Maharashtra,19938.0,False,False,Self Employed,2025-12-19 00:00:00,VERIFIED,LOW,False
USR16322,Gunbir Bassi,ZZXXXXXX2G,True,XXXXXXXX7829,True,1989-01-25,Kolkata,West Bengal,47679.0,False,False,Unemployed,2025-12-19 00:00:00,PENDING,LOW,False
USR99868,chakrika nagy,SWXXXXXX6K,True,XXXXXXXX3355,True,1992-02-05,Pune,Maharashtra,20197.0,False,False,Self Employed,2025-12-19 00:00:00,PENDING,LOW,False
USR31843,Warjas Pingle,CBXXXXXX3U,True,XXXXXXXX1228,True,1995-04-22,Ludhiana,Punjab,30610.0,False,False,Unemployed,2025-12-18 17:22:00,VERIFIED,LOW,False
USR60364,vivaan vyas,FZXXXXXX3E,True,XXXXXXXX0452,True,1985-09-20,Mumbai,Maharashtra,25484.0,False,False,Student,2025-12-18 17:15:42,VERIFIED,LOW,False
USR19269,Vedhika Kaur,RKXXXXXX6B,True,XXXXXXXXXXXX,False,1966-05-15,Pune,Maharashtra,37600.0,False,False,Salaried,2025-12-18 16:49:00,VERIFIED,LOW,False
USR56331,Vyanjana Randhawa,BYXXXXXX3L,True,XXXXXXXX3367,True,1991-09-05,Hyderabad,Telangana,31958.0,False,False,Salaried,2025-12-18 16:46:58,REJECTED,LOW,False
USR85893,Aarav Thakur,CSXXXXXX4W,True,XXXXXXXX5815,True,1975-02-19,Chennai,Tamil Nadu,65507.0,False,False,Freelancer,2025-12-18 16:13:00,VERIFIED,MEDIUM,False
USR89178,Zaitra Om,OBXXXXXX5Y,True,XXXXXXXX7764,True,1960-04-19,Pune,Maharashtra,52918.0,False,False,Business Owner,2025-12-18 12:56:04,VERIFIED,MEDIUM,False
USR41238,Sai Mutti,VTXXXXXX7P,True,XXXXXXXXXXXX,False,2007-06-03,Amritsar,Punjab,13516.0,False,False,Student,2025-12-18 04:30:13,VERIFIED,MEDIUM,False
USR39524,Indali Taneja,EDXXXXXX7O,True,XXXXXXXX8157,True,1973-02-21,Kolkata,West Bengal,35814.0,False,False,Self Employed,2025-12-18 03:59:59,PENDING,MEDIUM,False
USR96559,Triya Dugal,GQXXXXXX4L,True,XXXXXXXX0625,True,1985-06-12,Chennai,Tamil Nadu,15011.0,False,False,Gig Worker,2025-12-18 03:27:00,VERIFIED,LOW,False
USR71892,ishaan kibe,MDXXXXXX5R,True,XXXXXXXX1355,True,1978-02-19,Jaipur,Rajasthan,70163.0,False,False,Freelancer,2025-12-18 02:04:00,PENDING,LOW,False
USR33216,Mitesh Sankar,VPXXXXXX9Z,True,XXXXXXXX1192,True,1986-08-09,Hyderabad,Telangana,58304.0,False,False,Gig Worker,2025-12-18 00:00:00,VERIFIED,LOW,False
USR72820,Lopa Toor,R1XXXXXX4P,False,XXXXXXXX3983,True,1966-11-04,Jalandhar,Punjab,26072.0,False,False,Unemployed,2025-12-18 00:00:00,VERIFIED,LOW,False
USR62271,Madhav Majumdar,QYXXXXXX4H,True,XXXXXXXX5121,True,1967-07-27,Amritsar,Punjab,46800.0,False,False,Retired,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR64971,Agastya Sarin,QLXXXXXX2R,True,XXXXXXXX5887,True,2006-09-20,Ludhiana,Punjab,13972.0,False,False,Business Owner,2025-12-18 00:00:00,PENDING,LOW,False
USR64454,Dayita Krishnan,EUXXXXXX0T,True,XXXXXXXX2320,True,1995-12-21,Jalandhar,Punjab,37373.0,False,False,Freelancer,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR82845,JAGAT SACHDEV,OOXXXXXX7M,True,XXXXXXXX8570,True,1961-01-04,Hyderabad,Telangana,22623.0,False,False,Gig Worker,2025-12-18 00:00:00,VERIFIED,LOW,False
USR20361,isaiah nagi,MIXXXXXX3L,True,XXXXXXXX4283,True,1989-12-23,Lucknow,Uttar Pradesh,20373.0,False,False,Gig Worker,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR92224,Ishani Kota,QJXXXXXX8X,True,XXXXXXXX5378,True,1995-10-24,Amritsar,Punjab,25762.0,True,False,Unemployed,2025-12-18 00:00:00,VERIFIED,LOW,False
USR77126,Maanav Sarin,BIXXXXXX3E,True,XXXXXXXX2596,True,2002-09-20,Jalandhar,Punjab,17588.0,True,False,Salaried,2025-12-18 00:00:00,PENDING,MEDIUM,False
USR34266,MeghaSama,DUXXXXXX3Y,True,XXXXXXXX4471,True,1977-11-19,Jaipur,Rajasthan,17853.0,False,False,Business Owner,2025-12-18 00:00:00,VERIFIED,LOW,False
USR15642,Anya Balay,YSXXXXXX9R,True,XXXXXXXX4679,True,1991-08-28,Mumbai,Maharashtra,31200.0,False,False,Salaried,2025-12-18 00:00:00,VERIFIED,LOW,False
USR93062,Theodore Parmer,AFXXXXXX9L,True,XXXXXXXX9320,True,1995-01-06,Hyderabad,Telangana,38113.0,False,False,Freelancer,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR55964,Forum Malhotra,ASXXXXXX5C,True,XXXXXXXX4563,True,2001-11-13,Lucknow,Uttar Pradesh,16718.0,False,False,Farmer,2025-12-18 00:00:00,VERIFIED,LOW,False
USR24726,UnnatiMadan,IXXXXXXX1Z,True,XXXXXXXX8570,True,2001-08-10,Hyderabad,Telangana,15104.0,False,False,Salaried,2025-12-18 00:00:00,VERIFIED,LOW,False
USR59094,HEMAL GARG,WLXXXXXX1A,True,XXXXXXXX4211,True,1998-12-05,Delhi,Delhi,27178.0,False,False,Student,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR62552,Advaith Sandal,MAXXXXXX5T,True,XXXXXXXX1195,True,1966-11-19,Pune,Maharashtra,61284.0,False,False,Salaried,2025-12-18 00:00:00,VERIFIED,MEDIUM,False
USR76247,GAGAN CHACKO,REXXXXXX5O,True,XXXXXXXX1274,True,1962-03-26,Pune,Maharashtra,28300.0,False,False,Gig Worker,2025-12-18 00:00:00,VERIFIED,HIGH,False
USR91620,Barkha Murthy,YXXXXXXX0E,True,XXXXXXXX8179,True,1964-01-22,Mumbai,Maharashtra,21832.0,False,False,Unemployed,2025-12-18 00:00:00,VERIFIED,LOW,False
USR37619,Joshua Pai,MUXXXXXX5W,True,XXXXXXXX7173,True,1979-08-05,Lucknow,Uttar Pradesh,26148.0,False,False,Farmer,2025-12-18 00:00:00,REJECTED,LOW,False
USR48210,Reyansh Arya,UBXXXXXX7O,True,XXXXXXXX9936,True,2002-05-05,Bengaluru,Karnataka,28138.0,False,False,Gig Worker,2025-12-18 00:00:00,VERIFIED,LOW,False
USR38694,Ucchal Behl,FFXXXXXX7X,True,XXXXXXXXXXXX,False,1972-03-30,Kolkata,West Bengal,53686.0,True,False,Unemployed,2025-12-18 00:00:00,VERIFIED,HIGH,False
USR71967,Raagini Nath,PYXXXXXX8P,True,XXXXXXXXXXXX,False,1973-09-25,Ludhiana,Punjab,16973.0,False,False,Self Employed,2025-12-18 00:00:00,VERIFIED,LOW,False
USR92589,CHAKRADHAR PARSA,IYXXXXXX1J,True,XXXXXXXX9065,True,1960-10-16,Kolkata,West Bengal,43500.0,False,False,Student,2025-12-17 17:26:50,REJECTED,MEDIUM,False
USR53212,Ojas Prakash,GNXXXXXX1X,False,XXXXXXXX2330,True,1984-10-20,Jalandhar,Punjab,39171.0,False,False,Gig Worker,2025-12-17 10:33:50,VERIFIED,LOW,False
USR53066,jacob agate,QMXXXXXX2S,True,XXXXXXXX2633,True,1975-11-21,Delhi,Delhi,51954.0,False,False,Self Employed,2025-12-17 09:33:00,REJECTED,HIGH,False
USR96904,Jhalak Mahajan,YYXXXXXX8T,True,XXXXXXXX7078,True,1977-09-05,Bengaluru,Karnataka,17976.0,False,False,Gig Worker,2025-12-17 03:01:29,VERIFIED,LOW,False
USR59766,Dipta Parsa,ZXXXXXXX6Y,True,XXXXXXXX1982,True,1978-12-13,Bengaluru,Karnataka,39734.0,False,False,Retired,2025-12-17 01:08:49,PENDING,LOW,False
USR11735,Sanya Vaidya,MDXXXXXX3A,True,XXXXXXXXXXXX,False,1986-09-10,Ludhiana,Punjab,11906.0,False,False,Freelancer,2025-12-17 00:00:00,PENDING,MEDIUM,False
USR48470,Henry Uppa1,FJXXXXXX7N,True,XXXXXXXX2309,True,1977-12-08,Kolkata,West Bengal,50300.0,False,False,Farmer,2025-12-17 00:00:00,VERIFIED,HIGH,False
USR55183,Jacob Savant,ZUXXXXXX0O,True,XXXXXXXX8021,True,1980-03-21,Ludhiana,Punjab,16419.0,False,False,Business Owner,2025-12-17 00:00:00,VERIFIED,MEDIUM,False
USR58101,Yagnesh Babu,MHXXXXXX4E,True,XXXXXXXX3147,True,1977-12-11,Jaipur,Rajasthan,24595.0,False,False,Salaried,2025-12-17 00:00:00,VERIFIED,LOW,False
USR18066,MOHINI PILLAI,BWXXXXXX2N,True,XXXXXXXX4443,True,1997-07-26,Kolkata,West Bengal,63068.0,False,False,Student,2025-12-17 00:00:00,PENDING,HIGH,False
USR59386,Manbir Bava,DNXXXXXX8X,False,XXXXXXXXXXXX,False,1998-08-29,Delhi,Delhi,41205.0,False,False,Gig Worker,2025-12-17 00:00:00,VERIFIED,LOW,False
USR35948,KALA LAD,EQXXXXXX4L,True,XXXXXXXXXXXX,False,1982-11-21,Jaipur,Rajasthan,5000.0,False,False,Salaried,2025-12-17 00:00:00,VERIFIED,LOW,False
USR28707,Isha Sachdeva,LKXXXXXX7Y,True,XXXXXXXX7722,True,1993-03-05,Lucknow,Uttar Pradesh,15563.0,False,False,Business Owner,2025-12-17 00:00:00,VERIFIED,LOW,False
USR22494,Zilmil Murthy,XKXXXXXX0X,True,XXXXXXXX6574,True,1990-10-04,Ludhiana,Punjab,29910.0,False,False,Student,2025-12-16 22:34:14,PENDING,LOW,False
USR10690,yamini sarma,UWXXXXXX8I,True,XXXXXXXX0369,True,1960-10-01,Delhi,Delhi,94352.0,False,False,Unemployed,2025-12-16 17:15:57,VERIFIED,LOW,False
USR71352,Dalbir Chaudry,RSXXXXXX5Z,True,XXXXXXXX0117,True,1995-03-08,Bengaluru,Karnataka,30057.0,False,False,Retired,2025-12-16 13:50:00,VERIFIED,LOW,False
USR71874,Farhan Chowdhury,ASXXXXXX8R,True,XXXXXXXX0814,True,2004-02-29,Lucknow,Uttar Pradesh,58900.0,False,False,Salaried,2025-12-16 12:25:17,VERIFIED,LOW,False
USR44014,Daksh Hari,0PXXXXXX4Y,False,XXXXXXXX2563,True,2007-01-13,Amritsar,Punjab,42960.0,False,False,Salaried,2025-12-16 09:59:49,VERIFIED,HIGH,False
USR56443,Benjamin Sunder,YEXXXXXX2D,True,XXXXXXXX2875,True,1972-03-03,Lucknow,Uttar Pradesh,13227.0,False,False,Freelancer,2025-12-16 09:10:26,VERIFIED,LOW,False
USR65931,Hema Sanghvi,MRXXXXXX2V,True,XXXXXXXX8108,True,1981-07-02,Delhi,Delhi,25746.0,False,False,Gig Worker,2025-12-16 07:12:14,VERIFIED,MEDIUM,False
USR71124,Fitan Lal,FWXXXXXX8D,True,XXXXXXXX7616,True,2004-06-20,Jaipur,Rajasthan,9122.0,False,False,Salaried,2025-12-16 06:05:04,PENDING,MEDIUM,False
USR46979,Aradhana Jaggi,SYXXXXXX4V,True,XXXXXXXX0283,True,1974-01-23,Mumbai,Maharashtra,71997.0,False,False,Student,2025-12-16 00:00:00,VERIFIED,MEDIUM,False
USR38641,Lohit Chander,FVXXXXXX9W,True,XXXXXXXX2834,True,2005-03-15,Hyderabad,Telangana,24468.0,False,False,Gig Worker,2025-12-16 00:00:00,VERIFIED,MEDIUM,False
USR52668,Lajita Bahl,VBXXXXXX2F,True,XXXXXXXX4429,True,1988-03-01,Chennai,Tamil Nadu,20900.0,False,False,Self Employed,2025-12-16 00:00:00,PENDING,LOW,False
USR45613,Chaitanya Wable,AUXXXXXX0X,True,XXXXXXXX4091,True,1983-08-21,Mumbai,Maharashtra,19453.0,False,False,Salaried,2025-12-16 00:00:00,VERIFIED,LOW,False
USR96757,Turvi Mander,PYXXXXXX4R,True,XXXXXXXX9009,True,2002-04-29,Mumbai,Maharashtra,19444.0,False,False,Farmer,2025-12-16 00:00:00,VERIFIED,LOW,False
USR15856,Mohammed Raman,DKXXXXXX6N,True,XXXXXXXX9774,True,1996-03-17,Jalandhar,Punjab,29592.0,False,False,Freelancer,2025-12-16 00:00:00,VERIFIED,LOW,False
USR18237,Hemang Bumb,IAXXXXXX2O,True,XXXXXXXX5624,True,1987-01-27,Lucknow,Uttar Pradesh,61357.0,False,False,Self Employed,2025-12-16 00:00:00,VERIFIED,LOW,False
USR76895,Bhavini Lad,ZCXXXXXX4X,False,XXXXXXXX7712,True,1985-04-18,Kolkata,West Bengal,18111.0,False,False,Business Owner,2025-12-16 00:00:00,REJECTED,MEDIUM,False
USR60974,Ayush Dutt,WHXXXXXX1P,True,XXXXXXXX5875,True,1971-10-28,Hyderabad,Telangana,11218.0,False,False,Unemployed,2025-12-16 00:00:00,VERIFIED,LOW,False
USR82090,Sarthak Kaul,ANXXXXXX8Q,True,XXXXXXXX4561,True,1988-11-09,Hyderabad,Telangana,39250.0,False,False,Unemployed,2025-12-16 00:00:00,VERIFIED,LOW,False
USR84220,Samuel Mukherjee,AWXXXXXX9Z,True,XXXXXXXX3538,False,1994-01-11,Jaipur,Rajasthan,13233.0,False,False,Retired,2025-12-16 00:00:00,VERIFIED,LOW,False
USR77883,Tanmayi Dutt,VIXXXXXX4L,True,XXXXXXXX5597,True,1960-09-16,Ludhiana,Punjab,48035.0,False,False,Business Owner,2025-12-16 00:00:00,VERIFIED,MEDIUM,False
USR70288,Om Rajagopal,VIXXXXXX8S,True,XXXXXXXX4885,True,1971-02-11,Chennai,Tamil Nadu,33687.0,False,False,Salaried,2025-12-16 00:00:00,VERIFIED,LOW,False
USR65298,Chaman Purohit,OVXXXXXX3V,True,XXXXXXXXXXXX,False,1968-04-11,Delhi,Delhi,20303.0,False,False,Farmer,2025-12-16 00:00:00,VERIFIED,LOW,False
USR83103,EeshaBanerjee,NKXXXXXX2Q,True,XXXXXXXXXXXX,False,1988-07-31,Lucknow,Uttar Pradesh,28329.0,False,False,Retired,2025-12-16 00:00:00,PENDING,MEDIUM,False
USR14919,Pushti Kara,VUXXXXXX1T,True,XXXXXXXX3694,True,1968-10-21,Jalandhar,Punjab,33526.0,True,False,Farmer,2025-12-16 00:00:00,VERIFIED,MEDIUM,False
USR83870,Eiravati Chander,EPXXXXXX8S,True,XXXXXXXX3954,True,2000-07-21,Delhi,Delhi,37232.0,False,False,Unemployed,2025-12-16 00:00:00,VERIFIED,LOW,False
USR87490,EDHITHA WALLA,MMXXXXXX5J,True,XXXXXXXX0810,True,2007-09-15,Jalandhar,Punjab,24208.0,False,False,Retired,2025-12-15 23:22:00,VERIFIED,LOW,False
USR73758,Eta Munshi,VAXXXXXX7F,True,XXXXXXXX6094,True,1972-05-28,Hyderabad,Telangana,24661.0,False,False,Farmer,2025-12-15 21:21:53,PENDING,MEDIUM,False
USR28102,Ishita Khanna,ROXXXXXX1C,True,XXXXXXXX4179,True,1974-12-15,Jaipur,Rajasthan,118649.0,False,False,Gig Worker,2025-12-15 13:43:24,VERIFIED,LOW,False
USR26854,Qarin Choudhry,EQXXXXXX9V,True,XXXXXXXX8130,True,1970-08-27,Hyderabad,Telangana,16974.0,False,False,Gig Worker,2025-12-15 13:02:05,REJECTED,MEDIUM,False
USR87971,Janani Chacko,NPXXXXXX1U,True,XXXXXXXX9745,True,1974-09-28,Bengaluru,Karnataka,10374.0,False,False,Self Employed,2025-12-15 11:10:16,VERIFIED,LOW,False
USR39833,Tanvi Ganguly,DPXXXXXX6D,True,XXXXXXXX9108,True,1989-09-05,Hyderabad,Telangana,41251.0,False,False,Gig Worker,2025-12-15 09:56:26,VERIFIED,HIGH,False
USR76111,Mekhala Saraf,ZZXXXXXX1B,True,XXXXXXXX6077,True,1987-02-09,Jaipur,Rajasthan,51397.0,False,False,Student,2025-12-15 04:17:38,VERIFIED,LOW,False
USR40822,Vedant Batta,PBXXXXXX2W,True,XXXXXXXX5355,True,1991-10-22,Ludhiana,Punjab,43213.0,False,False,Freelancer,2025-12-15 03:47:00,VERIFIED,LOW,False
USR69155,Omaja Bhalla,RDXXXXXX9J,True,XXXXXXXX0252,True,1973-12-27,Ludhiana,Punjab,14263.0,False,False,Business Owner,2025-12-15 02:24:33,VERIFIED,LOW,False
USR21826,Bishakha Chander,NLXXXXXX7K,True,XXXXXXXX6040,True,2003-06-19,Mumbai,Maharashtra,28028.0,False,False,Salaried,2025-12-15 00:00:00,PENDING,LOW,False
USR68354,Gaurangi Din,AEXXXXXX3H,True,XXXXXXXX2467,True,1974-05-16,Kolkata,West Bengal,20235.0,False,False,Unemployed,2025-12-15 00:00:00,PENDING,MEDIUM,False
USR86042,Zilmil Yogi,MHXXXXXX9C,True,XXXXXXXX3378,True,1969-08-23,Amritsar,Punjab,26191.0,False,False,Self Employed,2025-12-15 00:00:00,VERIFIED,LOW,False
USR90699,Darsh Sheth,JFXXXXXX0S,True,XXXXXXXX3537,True,1986-09-14,Delhi,Delhi,23621.0,True,False,Unemployed,2025-12-15 00:00:00,VERIFIED,LOW,False
USR11226,Watika Sem,IKXXXXXX3S,True,XXXXXXXX9016,True,2002-08-16,Bengaluru,Karnataka,29870.0,True,False,Gig Worker,2025-12-15 00:00:00,VERIFIED,LOW,False
USR10228,Finn Gade,GYXXXXXX3T,True,XXXXXXXX4308,True,1992-08-01,Lucknow,Uttar Pradesh,18999.0,False,False,Business Owner,2025-12-15 00:00:00,VERIFIED,MEDIUM,False
USR66215,ANITA LATA,CPXXXXXX4L,True,XXXXXXXX4858,True,1971-06-14,Amritsar,Punjab,46110.0,False,False,Unemployed,2025-12-15 00:00:00,VERIFIED,MEDIUM,False
USR84222,Chakradev Halder,WOXXXXXX9T,True,XXXXXXXX9844,True,1970-02-17,Ludhiana,Punjab,22694.0,False,False,Business Owner,2025-12-15 00:00:00,PENDING,LOW,False
USR27287,Reyansh Balay,MZXXXXXX9T,True,XXXXXXXX9537,True,1976-08-30,Chennai,Tamil Nadu,15800.0,False,False,Business Owner,2025-12-15 00:00:00,VERIFIED,LOW,False
USR32328,Aadi Gulati,XLXXXXXX5O,True,XXXXXXXX1542,True,1977-11-03,Lucknow,Uttar Pradesh,36521.0,False,False,Retired,2025-12-15 00:00:00,VERIFIED,HIGH,False
USR74548,Daksha Deshmukh,QNXXXXXX9X,False,XXXXXXXX5075,True,1965-07-02,Amritsar,Punjab,38484.0,True,False,Gig Worker,2025-12-15 00:00:00,PENDING,LOW,False
USR96649,Ijaya Karnik,VRXXXXXX2B,True,XXXXXXXX4873,True,1970-07-09,Chennai,Tamil Nadu,24917.0,False,False,Freelancer,2025-12-15 00:00:00,VERIFIED,HIGH,False
USR66007,Rajata Mahal,XQXXXXXX9H,True,XXXXXXXX3558,True,1971-11-18,Ludhiana,Punjab,18576.0,False,False,Freelancer,2025-12-15 00:00:00,VERIFIED,LOW,False
USR22465,YATIN MAMMEN,MFXXXXXX4U,True,XXXXXXXXXXXX,False,1983-04-15,Jalandhar,Punjab,18457.0,False,False,Student,2025-12-15 00:00:00,VERIFIED,MEDIUM,False
USR61435,ARUNIMA LAD,WBXXXXXX6L,True,XXXXXXXX7880,True,1980-06-08,Ludhiana,Punjab,11952.0,False,False,Gig Worker,2025-12-15 00:00:00,VERIFIED,LOW,False
USR44032,Aarav Rege,JOXXXXXX2R,True,XXXXXXXX9309,True,2000-09-16,Jalandhar,Punjab,14188.0,False,False,Self Employed,2025-12-14 23:31:00,REJECTED,MEDIUM,False
USR91156,Veer Thakur,WSXXXXXX7Y,True,XXXXXXXX5631,True,1969-10-06,Ludhiana,Punjab,60800.0,False,False,Retired,2025-12-14 22:47:45,PENDING,MEDIUM,False
USR90439,Advika Boase,UZXXXXXX4U,True,XXXXXXXX7848,True,2005-09-21,Bengaluru,Karnataka,17900.0,False,False,Unemployed,2025-12-14 20:18:26,VERIFIED,MEDIUM,False
USR59470,Aashi Deep,JVXXXXXX9H,True,XXXXXXXXXXXX,False,1986-06-03,Jaipur,Rajasthan,51682.0,False,False,Unemployed,2025-12-14 16:46:35,PENDING,MEDIUM,False
USR47575,Gaurika Hayer,TYXXXXXX6J,True,XXXXXXXX4466,True,1990-04-23,Lucknow,Uttar Pradesh,35164.0,False,False,Retired,2025-12-14 15:26:00,VERIFIED,LOW,False
USR61149,Ekiya Bhatti,CQXXXXXX4S,True,XXXXXXXX3510,True,1967-08-13,Kolkata,West Bengal,55676.0,False,False,Unemployed,2025-12-14 14:25:00,PENDING,MEDIUM,False
USR89122,Lakshmi Kalita,XMXXXXXX1F,True,XXXXXXXX5997,True,1972-01-27,Hyderabad,Telangana,22540.0,False,False,Freelancer,2025-12-14 13:32:00,PENDING,LOW,False
USR12423,Ishita Walia,FWXXXXXX5U,True,XXXXXXXX1767,True,1985-11-23,Lucknow,Uttar Pradesh,9578.0,False,False,Self Employed,2025-12-14 12:30:13,VERIFIED,LOW,False
USR14495,Dhriti Peri,KEXXXXXX3M,True,XXXXXXXX8125,True,1964-03-01,Hyderabad,Telangana,13336.0,False,False,Salaried,2025-12-14 11:37:22,PENDING,MEDIUM,False
USR30476,Xiti Korpal,AJXXXXXX5W,True,XXXXXXXX6102,True,1967-05-21,Jaipur,Rajasthan,43208.0,False,False,Freelancer,2025-12-14 07:00:00,VERIFIED,LOW,False
USR44155,Yachana Mallick,KJXXXXXX7T,True,XXXXXXXXXXXX,False,1982-05-16,Amritsar,Punjab,46202.0,False,False,Gig Worker,2025-12-14 02:03:41,PENDING,LOW,False
USR82379,Girik Kant,BUXXXXXX7V,True,XXXXXXXX6764,True,1961-12-06,Delhi,Delhi,17967.0,False,False,Business Owner,2025-12-14 00:00:00,VERIFIED,MEDIUM,False
USR71521,Anirudh Iyengar,ULXXXXXX4W,True,XXXXXXXXXXXX,False,1988-05-14,Pune,Maharashtra,32336.0,False,False,Farmer,2025-12-14 00:00:00,PENDING,MEDIUM,False
USR23741,Tanish Dass,XIXXXXXX1G,True,XXXXXXXX9516,True,1989-01-02,Ludhiana,Punjab,12575.0,False,False,Retired,2025-12-14 00:00:00,VERIFIED,LOW,False
USR83858,chaitaly lalla,UVXXXXXX4F,True,XXXXXXXXXXXX,False,2003-12-05,Pune,Maharashtra,43781.0,False,False,Student,2025-12-14 00:00:00,REJECTED,LOW,False
USR84637,Vivaan Joshi,RDXXXXXX1R,True,XXXXXXXX9912,True,1994-09-26,Kolkata,West Bengal,15700.0,False,False,Freelancer,2025-12-14 00:00:00,VERIFIED,LOW,False
USR68140,Nihal Sankar,PGXXXXXX4X,True,XXXXXXXX6399,True,1984-01-20,Hyderabad,Telangana,12573.0,True,False,Business Owner,2025-12-14 00:00:00,VERIFIED,MEDIUM,False
USR37667,Zehaan Kurian,BAXXXXXX9Z,True,XXXXXXXX7071,True,1983-12-01,Hyderabad,Telangana,25496.0,False,False,Freelancer,2025-12-14 00:00:00,VERIFIED,HIGH,False
